trip_id,route_id,direction_id,stop_id,stop_sequence,vehicle_id,arrival_delay,departure_delay,timestamp,delayed
14673049,6613,1,245,16,2562,375.0,375.0,1759680946.0,1
14673049,6613,1,246,17,2562,366.0,366.0,1759680982.0,1
14673049,6613,1,247,18,2562,353.0,353.0,1759681009.0,1
14673049,6613,1,248,19,2562,362.0,362.0,1759681070.0,1
14673049,6613,1,12115,20,2562,350.0,350.0,1759681129.0,1
14673049,6613,1,250,21,2562,340.0,340.0,1759681175.0,1
14673049,6613,1,251,22,2562,334.0,334.0,1759681234.0,1
14673049,6613,1,252,23,2562,320.0,320.0,1759681274.0,1
14673049,6613,1,10404,24,2562,287.0,287.0,1759681305.0,1
14673049,6613,1,256,25,2562,290.0,290.0,1759681370.0,1
14673049,6613,1,257,26,2562,271.0,271.0,1759681401.0,1
14673049,6613,1,258,27,2562,249.0,249.0,1759681437.0,1
14673049,6613,1,10812,28,2562,247.0,247.0,1759681501.0,1
14673049,6613,1,260,29,2562,242.0,242.0,1759681539.0,1
14673049,6613,1,261,30,2562,215.0,215.0,1759681577.0,1
14673049,6613,1,262,31,2562,212.0,212.0,1759681616.0,1
14673049,6613,1,263,32,2562,200.0,200.0,1759681662.0,1
14673049,6613,1,265,33,2562,177.0,177.0,1759681701.0,1
14673049,6613,1,267,34,2562,188.0,188.0,1759681762.0,1
14673049,6613,1,12760,35,2562,274.0,274.0,1759681877.0,1
14673049,6613,1,2235,36,2562,249.0,249.0,1759681918.0,1
14673049,6613,1,2236,37,2562,236.0,236.0,1759681959.0,1
14673050,6613,1,2236,37,2516,-115.0,-115.0,1759680478.0,0
14673416,6614,0,12720,28,2254,449.0,449.0,1759680522.0,1
14673416,6614,0,429,29,2254,484.0,484.0,1759680634.0,1
14673416,6614,0,430,30,2254,482.0,482.0,1759680687.0,1
14673416,6614,0,431,31,2254,473.0,473.0,1759680732.0,1
14673416,6614,0,12070,32,2254,458.0,458.0,1759680773.0,1
14673416,6614,0,433,33,2254,421.0,421.0,1759680808.0,1
14673416,6614,0,435,34,2254,392.0,392.0,1759680848.0,1
14673416,6614,0,437,35,2254,359.0,359.0,1759680909.0,1
14673416,6614,0,439,36,2254,345.0,345.0,1759680963.0,1
14673416,6614,0,440,37,2254,335.0,335.0,1759681004.0,1
14673416,6614,0,441,38,2254,333.0,333.0,1759681029.0,1
14673416,6614,0,442,39,2254,350.0,350.0,1759681091.0,1
14673416,6614,0,444,40,2254,323.0,323.0,1759681121.0,1
14673416,6614,0,446,41,2254,288.0,288.0,1759681166.0,1
14673416,6614,0,447,42,2254,270.0,270.0,1759681183.0,1
14673431,6614,0,442,17,2102,190.0,190.0,1759680456.0,1
14673431,6614,0,444,18,2102,163.0,163.0,1759680486.0,1
14673431,6614,0,446,19,2102,128.0,128.0,1759680531.0,1
14673431,6614,0,447,20,2102,112.0,112.0,1759680549.0,1
14673448,6614,0,12812,10,2285,65.0,65.0,1759680474.0,1
14673448,6614,0,397,11,2285,65.0,65.0,1759680548.0,1
14673448,6614,0,398,12,2285,54.0,54.0,1759680588.0,1
14673448,6614,0,400,13,2285,39.0,39.0,1759680641.0,1
14673448,6614,0,12813,14,2285,42.0,42.0,1759680706.0,1
14673448,6614,0,12814,15,2285,44.0,44.0,1759680771.0,1
14673448,6614,0,404,16,2285,49.0,49.0,1759680843.0,1
14673448,6614,0,405,17,2285,43.0,43.0,1759680904.0,1
14673448,6614,0,407,18,2285,47.0,47.0,1759681007.0,1
14673448,6614,0,11426,19,2285,-61.0,-61.0,1759681175.0,0
14673448,6614,0,11429,20,2285,-27.0,-27.0,1759681242.0,0
14673448,6614,0,11532,21,2285,-13.0,-13.0,1759681352.0,0
14673448,6614,0,11523,22,2285,14.0,14.0,1759681424.0,1
14673448,6614,0,11525,23,2285,22.0,22.0,1759681466.0,1
14673448,6614,0,11616,24,2285,34.0,34.0,1759681508.0,1
14673448,6614,0,11527,25,2285,79.0,79.0,1759681585.0,1
14673448,6614,0,35,26,2285,137.0,137.0,1759681688.0,1
14673448,6614,0,36,27,2285,149.0,149.0,1759681730.0,1
14673448,6614,0,12720,28,2285,164.0,164.0,1759681822.0,1
14673448,6614,0,429,29,2285,198.0,198.0,1759681936.0,1
14673448,6614,0,430,30,2285,194.0,194.0,1759681990.0,1
14673448,6614,0,431,31,2285,191.0,191.0,1759682043.0,1
14673448,6614,0,12070,32,2285,174.0,174.0,1759682084.0,1
14673448,6614,0,433,33,2285,136.0,136.0,1759682120.0,1
14673448,6614,0,435,34,2285,105.0,105.0,1759682161.0,1
14673448,6614,0,437,35,2285,71.0,71.0,1759682224.0,1
14673448,6614,0,439,36,2285,58.0,58.0,1759682282.0,1
14673448,6614,0,440,37,2285,43.0,43.0,1759682320.0,1
14673448,6614,0,441,38,2285,40.0,40.0,1759682345.0,1
14673448,6614,0,442,39,2285,57.0,57.0,1759682409.0,1
14673448,6614,0,444,40,2285,29.0,29.0,1759682440.0,1
14673448,6614,0,446,41,2285,-8.0,-8.0,1759682486.0,0
14673448,6614,0,447,42,2285,-26.0,-26.0,1759682504.0,0
14673482,6614,1,590,36,2213,77.0,77.0,1759680468.0,1
14673482,6614,1,12869,37,2213,90.0,90.0,1759680509.0,1
14673482,6614,1,593,38,2213,62.0,62.0,1759680568.0,1
14673482,6614,1,594,39,2213,51.0,51.0,1759680605.0,1
14673482,6614,1,11046,40,2213,38.0,38.0,1759680642.0,1
14673482,6614,1,596,41,2213,59.0,59.0,1759680719.0,1
14673482,6614,1,597,42,2213,50.0,50.0,1759680756.0,1
14673482,6614,1,599,43,2213,30.0,30.0,1759680800.0,1
14673482,6614,1,600,44,2213,37.0,37.0,1759680833.0,1
14673482,6614,1,601,45,2213,24.0,24.0,1759680879.0,1
14673482,6614,1,602,46,2213,25.0,25.0,1759680908.0,1
14673482,6614,1,604,47,2213,25.0,25.0,1759680967.0,1
14673482,6614,1,606,48,2213,19.0,19.0,1759681011.0,1
14673482,6614,1,607,49,2213,42.0,42.0,1759681056.0,1
14673482,6614,1,608,50,2213,-15.0,-15.0,1759681132.0,0
14673482,6614,1,609,51,2213,-33.0,-33.0,1759681179.0,0
14673482,6614,1,610,52,2213,-42.0,-42.0,1759681210.0,0
14673482,6614,1,11486,53,2213,-53.0,-53.0,1759681237.0,0
14673511,6614,1,696,19,2259,-138.0,-138.0,1759680468.0,0
14673511,6614,1,91,20,2259,-125.0,-125.0,1759680543.0,0
14673511,6614,1,93,21,2259,-100.0,-100.0,1759680615.0,0
14673511,6614,1,11638,22,2259,0.0,0.0,1759680780.0,0
14673511,6614,1,95,23,2259,32.0,32.0,1759680865.0,1
14673511,6614,1,11526,24,2259,43.0,43.0,1759680937.0,1
14673511,6614,1,11524,25,2259,51.0,51.0,1759680998.0,1
14673511,6614,1,11522,26,2259,63.0,63.0,1759681047.0,1
14673511,6614,1,11474,27,2259,72.0,72.0,1759681168.0,1
14673511,6614,1,11427,28,2259,99.0,99.0,1759681277.0,1
14673511,6614,1,11475,29,2259,109.0,109.0,1759681325.0,1
14673511,6614,1,542,30,2259,0.0,0.0,1759681560.0,0
14673511,6614,1,584,31,2259,53.0,53.0,1759681653.0,1
14673511,6614,1,585,32,2259,65.0,65.0,1759681721.0,1
14673511,6614,1,586,33,2259,60.0,60.0,1759681774.0,1
14673511,6614,1,12815,34,2259,87.0,87.0,1759681861.0,1
14673511,6614,1,589,35,2259,86.0,86.0,1759681918.0,1
14673511,6614,1,590,36,2259,72.0,72.0,1759681963.0,1
14673511,6614,1,12869,37,2259,88.0,88.0,1759682007.0,1
14673511,6614,1,593,38,2259,60.0,60.0,1759682066.0,1
14673511,6614,1,594,39,2259,50.0,50.0,1759682104.0,1
14673511,6614,1,11046,40,2259,40.0,40.0,1759682144.0,1
14673511,6614,1,596,41,2259,60.0,60.0,1759682220.0,1
14673511,6614,1,597,42,2259,51.0,51.0,1759682257.0,1
14673511,6614,1,599,43,2259,31.0,31.0,1759682301.0,1
14673511,6614,1,600,44,2259,40.0,40.0,1759682336.0,1
14673511,6614,1,601,45,2259,28.0,28.0,1759682383.0,1
14673511,6614,1,602,46,2259,29.0,29.0,1759682412.0,1
14673511,6614,1,604,47,2259,33.0,33.0,1759682475.0,1
14673511,6614,1,606,48,2259,27.0,27.0,1759682519.0,1
14673511,6614,1,607,49,2259,50.0,50.0,1759682564.0,1
14673511,6614,1,608,50,2259,-5.0,-5.0,1759682642.0,0
14673511,6614,1,609,51,2259,-23.0,-23.0,1759682689.0,0
14673511,6614,1,610,52,2259,-31.0,-31.0,1759682721.0,0
14673511,6614,1,11486,53,2259,-42.0,-42.0,1759682748.0,0
14674034,6615,0,80,13,2231,129.0,129.0,1759680495.0,1
14674111,6615,1,97,5,2174,645.0,645.0,1759680458.0,1
14674111,6615,1,8535,6,2174,641.0,641.0,1759680564.0,1
14674111,6615,1,11481,7,2174,651.0,651.0,1759680672.0,1
14674111,6615,1,13063,8,2174,612.0,612.0,1759680738.0,1
14674111,6615,1,11484,9,2174,563.0,563.0,1759680792.0,1
14674111,6615,1,11485,10,2174,542.0,542.0,1759680841.0,1
14674111,6615,1,635,11,2174,547.0,547.0,1759680942.0,1
14674111,6615,1,636,12,2174,551.0,551.0,1759681005.0,1
14674111,6615,1,637,13,2174,553.0,553.0,1759681069.0,1
14674111,6615,1,638,14,2174,570.0,570.0,1759681120.0,1
14674198,6615,1,10591,1,2133,0.0,0.0,1759680480.0,0
14674198,6615,1,11638,2,2133,-85.0,-85.0,1759680492.0,0
14674198,6615,1,95,3,2133,-62.0,-62.0,1759680575.0,0
14674198,6615,1,96,4,2133,-41.0,-41.0,1759680630.0,0
14674198,6615,1,97,5,2133,-40.0,-40.0,1759680673.0,0
14674198,6615,1,8535,6,2133,-44.0,-44.0,1759680779.0,0
14674198,6615,1,11481,7,2133,-33.0,-33.0,1759680888.0,0
14674198,6615,1,13063,8,2133,-72.0,-72.0,1759680954.0,0
14674198,6615,1,11484,9,2133,-121.0,-121.0,1759681008.0,0
14674198,6615,1,11485,10,2133,-142.0,-142.0,1759681057.0,0
14674198,6615,1,635,11,2133,-137.0,-137.0,1759681158.0,0
14674198,6615,1,636,12,2133,-132.0,-132.0,1759681222.0,0
14674198,6615,1,637,13,2133,-130.0,-130.0,1759681286.0,0
14674198,6615,1,638,14,2133,-113.0,-113.0,1759681337.0,0
14674702,6616,0,643,6,2152,502.0,502.0,1759680471.0,1
14674702,6616,0,644,7,2152,487.0,487.0,1759680532.0,1
14674702,6616,0,74,8,2152,484.0,484.0,1759680600.0,1
14674702,6616,0,11,9,2152,480.0,480.0,1759680662.0,1
14674702,6616,0,12348,10,2152,486.0,486.0,1759680701.0,1
14674702,6616,0,12334,11,2152,485.0,485.0,1759680751.0,1
14674702,6616,0,11311,12,2152,491.0,491.0,1759680851.0,1
14674702,6616,0,12330,13,2152,493.0,493.0,1759680978.0,1
14674702,6616,0,12331,14,2152,462.0,462.0,1759681038.0,1
14675205,6617,0,12720,38,2178,1032.0,1032.0,1759680518.0,1
14675205,6617,0,429,39,2178,1051.0,1051.0,1759680630.0,1
14675205,6617,0,430,40,2178,1040.0,1040.0,1759680686.0,1
14675205,6617,0,431,41,2178,1021.0,1021.0,1759680732.0,1
14675205,6617,0,12070,42,2178,995.0,995.0,1759680773.0,1
14675205,6617,0,433,43,2178,945.0,945.0,1759680809.0,1
14675205,6617,0,435,44,2178,905.0,905.0,1759680852.0,1
14675205,6617,0,437,45,2178,857.0,857.0,1759680916.0,1
14675205,6617,0,439,46,2178,834.0,834.0,1759680975.0,1
14675205,6617,0,440,47,2178,815.0,815.0,1759681018.0,1
14675205,6617,0,441,48,2178,810.0,810.0,1759681045.0,1
14675205,6617,0,676,49,2178,846.0,846.0,1759681146.0,1
14675205,6617,0,678,50,2178,868.0,868.0,1759681233.0,1
14675205,6617,0,680,51,2178,859.0,859.0,1759681289.0,1
14675205,6617,0,682,52,2178,849.0,849.0,1759681342.0,1
14675205,6617,0,685,53,2178,851.0,851.0,1759681425.0,1
14675205,6617,0,686,54,2178,846.0,846.0,1759681451.0,1
14675205,6617,0,687,55,2178,837.0,837.0,1759681475.0,1
14675205,6617,0,690,56,2178,843.0,843.0,1759681548.0,1
14675205,6617,0,8838,57,2178,853.0,853.0,1759681639.0,1
14675205,6617,0,692,58,2178,839.0,839.0,1759681671.0,1
14675205,6617,0,693,59,2178,823.0,823.0,1759681704.0,1
14675205,6617,0,694,60,2178,827.0,827.0,1759681739.0,1
14675206,6617,0,11426,29,2229,-100.0,-100.0,1759680459.0,0
14675206,6617,0,11429,30,2229,-71.0,-71.0,1759680526.0,0
14675206,6617,0,11532,31,2229,-73.0,-73.0,1759680635.0,0
14675206,6617,0,11523,32,2229,-54.0,-54.0,1759680706.0,0
14675206,6617,0,11525,33,2229,-52.0,-52.0,1759680747.0,0
14675206,6617,0,11616,34,2229,-46.0,-46.0,1759680788.0,0
14675206,6617,0,11527,35,2229,-7.0,-7.0,1759680864.0,0
14675206,6617,0,35,36,2229,42.0,42.0,1759680965.0,1
14675206,6617,0,36,37,2229,47.0,47.0,1759681005.0,1
14675206,6617,0,12720,38,2229,48.0,48.0,1759681094.0,1
14675206,6617,0,429,39,2229,68.0,68.0,1759681207.0,1
14675206,6617,0,430,40,2229,58.0,58.0,1759681264.0,1
14675206,6617,0,431,41,2229,40.0,40.0,1759681311.0,1
14675206,6617,0,12070,42,2229,14.0,14.0,1759681352.0,1
14675206,6617,0,433,43,2229,-36.0,-36.0,1759681388.0,0
14675206,6617,0,435,44,2229,-76.0,-76.0,1759681431.0,0
14675206,6617,0,437,45,2229,-124.0,-124.0,1759681495.0,0
14675206,6617,0,439,46,2229,-144.0,-144.0,1759681557.0,0
14675206,6617,0,440,47,2229,-163.0,-163.0,1759681600.0,0
14675206,6617,0,441,48,2229,-168.0,-168.0,1759681627.0,0
14675206,6617,0,676,49,2229,0.0,0.0,1759681860.0,0
14675206,6617,0,678,50,2229,22.0,22.0,1759681947.0,1
14675206,6617,0,680,51,2229,12.0,12.0,1759682002.0,1
14675206,6617,0,682,52,2229,0.0,0.0,1759682053.0,0
14675206,6617,0,685,53,2229,2.0,2.0,1759682136.0,1
14675206,6617,0,686,54,2229,-3.0,-3.0,1759682162.0,0
14675206,6617,0,687,55,2229,-12.0,-12.0,1759682186.0,0
14675206,6617,0,690,56,2229,-6.0,-6.0,1759682259.0,0
14675206,6617,0,8838,57,2229,4.0,4.0,1759682350.0,1
14675206,6617,0,692,58,2229,-10.0,-10.0,1759682382.0,0
14675206,6617,0,693,59,2229,-26.0,-26.0,1759682415.0,0
14675206,6617,0,694,60,2229,-20.0,-20.0,1759682452.0,0
14675207,6617,0,306,7,2238,157.0,157.0,1759680483.0,1
14675207,6617,0,307,8,2238,168.0,168.0,1759680512.0,1
14675207,6617,0,308,9,2238,176.0,176.0,1759680556.0,1
14675207,6617,0,310,10,2238,181.0,181.0,1759680623.0,1
14675207,6617,0,311,11,2238,168.0,168.0,1759680663.0,1
14675207,6617,0,313,12,2238,154.0,154.0,1759680720.0,1
14675207,6617,0,315,13,2238,170.0,170.0,1759680819.0,1
14675207,6617,0,316,14,2238,157.0,157.0,1759680851.0,1
14675207,6617,0,317,15,2238,183.0,183.0,1759680916.0,1
14675207,6617,0,675,16,2238,174.0,174.0,1759680957.0,1
14675207,6617,0,358,17,2238,195.0,195.0,1759681035.0,1
14675207,6617,0,393,18,2238,189.0,189.0,1759681084.0,1
14675207,6617,0,12811,19,2238,179.0,179.0,1759681128.0,1
14675207,6617,0,12812,20,2238,167.0,167.0,1759681170.0,1
14675207,6617,0,397,21,2238,169.0,169.0,1759681247.0,1
14675207,6617,0,398,22,2238,158.0,158.0,1759681288.0,1
14675207,6617,0,400,23,2238,144.0,144.0,1759681343.0,1
14675207,6617,0,12813,24,2238,147.0,147.0,1759681408.0,1
14675207,6617,0,12814,25,2238,150.0,150.0,1759681474.0,1
14675207,6617,0,404,26,2238,154.0,154.0,1759681546.0,1
14675207,6617,0,405,27,2238,146.0,146.0,1759681606.0,1
14675207,6617,0,407,28,2238,149.0,149.0,1759681709.0,1
14675207,6617,0,11426,29,2238,-3.0,-3.0,1759681876.0,0
14675207,6617,0,11429,30,2238,27.0,27.0,1759681944.0,1
14675207,6617,0,11532,31,2238,26.0,26.0,1759682054.0,1
14675207,6617,0,11523,32,2238,45.0,45.0,1759682125.0,1
14675207,6617,0,11525,33,2238,48.0,48.0,1759682167.0,1
14675207,6617,0,11616,34,2238,55.0,55.0,1759682209.0,1
14675207,6617,0,11527,35,2238,94.0,94.0,1759682285.0,1
14675207,6617,0,35,36,2238,146.0,146.0,1759682389.0,1
14675207,6617,0,36,37,2238,154.0,154.0,1759682432.0,1
14675207,6617,0,12720,38,2238,159.0,159.0,1759682525.0,1
14675207,6617,0,429,39,2238,182.0,182.0,1759682641.0,1
14675207,6617,0,430,40,2238,173.0,173.0,1759682699.0,1
14675207,6617,0,431,41,2238,156.0,156.0,1759682747.0,1
14675207,6617,0,12070,42,2238,130.0,130.0,1759682788.0,1
14675207,6617,0,433,43,2238,80.0,80.0,1759682824.0,1
14675207,6617,0,435,44,2238,37.0,37.0,1759682864.0,1
14675207,6617,0,437,45,2238,-12.0,-12.0,1759682927.0,0
14675207,6617,0,439,46,2238,-34.0,-34.0,1759682987.0,0
14675207,6617,0,440,47,2238,-53.0,-53.0,1759683030.0,0
14675207,6617,0,441,48,2238,-55.0,-55.0,1759683060.0,0
14675207,6617,0,676,49,2238,0.0,0.0,1759683180.0,0
14675207,6617,0,678,50,2238,25.0,25.0,1759683270.0,1
14675207,6617,0,680,51,2238,17.0,17.0,1759683327.0,1
14675207,6617,0,682,52,2238,6.0,6.0,1759683379.0,1
14675207,6617,0,685,53,2238,8.0,8.0,1759683462.0,1
14675207,6617,0,686,54,2238,3.0,3.0,1759683488.0,1
14675207,6617,0,687,55,2238,-6.0,-6.0,1759683512.0,0
14675207,6617,0,690,56,2238,0.0,0.0,1759683585.0,0
14675207,6617,0,8838,57,2238,11.0,11.0,1759683677.0,1
14675207,6617,0,692,58,2238,-1.0,-1.0,1759683711.0,0
